dr2_source_id,dr3_source_id,kepid,ra_EDR3,dec_EDR3,weight,v_l,v_b,x_pc,y_pc,z_pc,kic_dr2_ang_dist,edr3_dr2_mag_diff
2116916163895305216,2116916163895305216,7658882,280.68648,43.32707,0.045,1.38,-0.71,-8029.3,290.8,129.9,0.089,-0.006
2079313171163653120,2079313171163653120,8771498,297.83015,44.94473,0.111,2.2,-5.68,-8064.1,299.5,69.9,0.041,0.003
2078912467894820096,2078912467894820096,8248939,296.93597,44.16106,0.08,4.42,-1.03,-8051.0,335.5,77.1,0.051,-0.007
2079092993961452288,2079092993961452288,8517293,298.74614,44.51543,0.047,5.07,-2.92,-8070.3,266.3,60.7,0.025,-0.001
2078752252740429696,2078752252740429696,7769891,297.04261,43.45628,0.025,2.72,1.15,-8044.8,347.4,76.6,0.076,-0.008
2078794515219482752,2078794515219482752,7836762,296.38322,43.59517,0.047,7.31,-2.66,-8056.7,291.3,70.2,0.074,-0.015
2079382204184435072,2079382204184435072,9040228,297.46691,45.3724,0.13,3.55,-4.53,-8059.0,334.2,78.2,0.039,-0.013
2079407492949813888,2079407492949813888,9045611,298.67077,45.31918,0.131,6.19,-2.56,-8063.5,322.0,71.6,0.073,0.001
2079024622387491712,2079024622387491712,8324268,299.20902,44.27113,0.08,7.15,-6.36,-8059.2,322.2,66.7,0.163,0.01
2079024656747338368,2079024656747338368,8324293,299.21441,44.27426,0.125,7.22,-4.25,-8058.4,326.5,67.3,0.038,0.0
2079438932110694016,2079438932110694016,9238899,298.69038,45.68291,0.081,3.98,-6.8,-8069.8,296.5,68.4,0.077,-0.009
2079272527897315968,2079272527897315968,8643814,297.97025,44.71158,0.122,6.1,-3.32,-8057.9,327.2,73.3,0.086,-0.027
2079295372819191424,2079295372819191424,8644597,298.15115,44.72395,0.135,3.59,-2.49,-8055.6,341.4,74.9,0.046,-0.004
2075440759930938624,2075440759930938624,6719893,298.62133,42.18362,0.022,7.2,-2.86,-8036.3,369.6,69.2,0.051,-0.002
2075039545581043456,2075039545581043456,5307816,299.40539,40.46084,0.025,0.76,-10.35,-8045.1,303.0,53.0,0.019,-0.016
2075369467785389824,2075369467785389824,6391896,299.01391,41.73245,0.135,4.21,-3.03,-8043.7,331.2,61.3,0.062,-0.009
2075377950329382400,2075377950329382400,6470844,299.08757,41.89916,0.113,4.93,-5.68,-8045.2,329.5,61.3,0.074,-0.006
2075055862145156864,2075055862145156864,5393802,299.23504,40.56681,0.072,5.94,-4.11,-8042.4,313.9,55.1,0.034,-0.005
2133657465378315904,2133657465378315904,11953957,285.84868,50.33164,0.06,4.83,-3.6,-8074.3,286.8,119.3,0.02,-0.005
2133055723280822016,2133055723280822016,11961075,290.21206,50.30541,0.14,4.61,-2.67,-8083.3,262.9,97.6,0.074,-0.022
2133166013742924672,2133166013742924672,12157161,290.16936,50.7656,0.051,4.53,-2.61,-8087.8,245.0,93.3,0.054,0.004
2133238826326478208,2133238826326478208,12353946,289.69637,51.18614,0.057,3.71,-3.52,-8081.0,304.9,113.5,0.06,-0.019
2132692403407786752,2132692403407786752,11656301,288.69204,49.77167,0.047,4.55,-2.19,-8071.7,307.8,115.1,0.151,-0.015
2132760641848600960,2132760641848600960,11447564,287.55836,49.36706,0.045,0.86,-0.86,-8076.6,258.6,102.8,0.094,-0.018
2134730451290713728,2134730451290713728,11037498,295.35134,48.55694,0.047,4.31,-8.26,-8076.4,303.9,88.1,0.018,-0.01
2134820679963956736,2134820679963956736,11357984,295.45621,49.1521,0.041,6.61,0.32,-8085.2,263.6,80.1,0.161,-0.013
2134839814040342400,2134839814040342400,11514272,295.12962,49.42809,0.157,3.79,-4.65,-8083.5,281.1,85.7,0.078,-0.013
2134844624403540096,2134844624403540096,11565541,294.96702,49.56094,0.024,0.44,-6.89,-8078.7,319.2,95.4,0.035,-0.007
2136135420990484480,2136135420990484480,12258704,291.69312,50.93354,0.053,-0.17,-2.06,-8084.6,289.0,101.7,0.02,-0.013
2135303296848445952,2135303296848445952,11972826,296.3305,50.36879,0.041,4.42,-0.19,-8085.1,320.3,93.0,0.064,0.001
2135317796658418048,2135317796658418048,12023817,296.89374,50.4396,0.123,4.78,-3.33,-8089.2,295.1,85.8,0.085,0.005
2134920632442091776,2134920632442091776,11515276,295.5673,49.46862,0.041,2.4,-0.04,-8079.4,318.3,92.9,0.068,-0.026
2134971347416605056,2134971347416605056,11770546,295.46583,49.98881,0.065,6.24,-5.44,-8081.5,321.4,95.3,0.094,0.01
2134974920829382400,2134974920829382400,11821140,295.3624,50.05307,0.029,8.53,-4.59,-8081.2,324.6,96.5,0.015,0.002
2135592537125787648,2135592537125787648,12315252,295.61176,51.09293,0.044,1.42,0.52,-8091.3,285.5,89.0,0.044,-0.013
2135154828418076672,2135154828418076672,11869977,294.80758,50.1012,0.04,7.28,-0.41,-8082.6,308.8,94.8,0.015,-0.017
2050233601176543104,2050233601176543104,757099,291.04306,36.59377,0.099,-1.99,-6.15,-7996.7,329.1,81.3,0.128,-0.017
2051031193779818240,2051031193779818240,1718594,290.83064,37.27257,0.147,-1.43,-4.39,-7996.8,338.2,85.7,0.087,0.001
2051085619607113600,2051085619607113600,2156718,290.65146,37.56301,0.039,0.27,-7.12,-7992.3,354.2,90.4,0.051,-0.013
2051694572946664960,2051694572946664960,1028018,291.47131,36.79982,0.055,-2.34,-7.7,-7995.0,339.5,81.6,0.058,-0.03
2051719522419750656,2051719522419750656,1436265,292.24548,37.09659,0.106,-1.83,-5.88,-8004.3,324.1,76.1,0.136,-0.037
2051746563534482304,2051746563534482304,1294756,291.4223,36.97127,0.099,-1.99,-6.43,-8002.3,322.4,79.2,0.043,0.007
2052164927713561600,2052164927713561600,3246460,294.23607,38.38382,0.068,0.62,-8.44,-8016.9,322.5,70.4,0.139,0.016
2105654583547150336,2105654583547150336,7669197,286.55122,43.36071,0.2,-0.28,-3.53,-8034.1,305.7,110.2,0.115,-0.006
2104426497780648960,2104426497780648960,6020313,282.76691,41.39766,0.089,0.26,-1.75,-8006.8,334.1,132.7,0.086,-0.024
2106217915757879296,2106217911457681536,8743007,287.20674,44.93013,0.024,-2.62,-3.95,-8031.0,355.8,125.3,0.009,0.0
2106230731940200960,2106230731940200960,8807085,286.56924,45.04508,0.097,0.82,-3.07,-8042.5,309.5,114.5,0.1,-0.014
2106235301785453824,2106235301785453824,8873448,286.74756,45.15802,0.042,2.09,-2.88,-8057.5,253.7,97.2,0.144,-0.016
2106235301785454208,2106235301785454208,8873450,286.74853,45.15872,0.043,2.39,-2.41,-8057.4,254.2,97.3,0.172,-0.024
2104496939541415680,2104496939541415680,6423086,283.80966,41.80475,0.059,0.01,-7.83,-8017.9,314.1,121.9,0.05,-0.018
2104522022150937088,2104522022150937088,6263831,283.11619,41.64993,0.094,-1.93,-6.37,-8021.8,296.4,119.0,0.044,-0.013
2104533154705749888,2104533154705749888,6421480,283.04363,41.84623,0.095,-0.06,0.0,-8013.5,324.1,128.8,0.072,-0.006
2104002056231471744,2104002056231471744,6761539,286.26485,42.22185,0.162,-0.79,-1.04,-8022.1,322.5,114.2,0.024,0.003
2106471142730265856,2106471142730265856,9206969,286.26819,45.64278,0.058,3.05,-2.61,-8056.9,262.8,102.4,0.041,-0.007
2104057336751186944,2104057336751186944,6186082,284.63577,41.56452,0.363,-1.32,-2.86,-8021.4,303.7,114.5,0.052,-0.043
2104068095647479936,2104068095647479936,6346894,285.14171,41.71156,0.286,-0.82,-2.25,-8022.9,304.4,112.8,0.063,-0.006
2104075723510034944,2104075723510034944,6425783,285.19406,41.86821,0.378,-1.26,-3.34,-8021.6,311.5,115.0,0.072,-0.009
2105968047442025344,2105968047442025344,8416395,285.34758,44.49046,0.039,1.26,-7.06,-8037.9,307.7,117.9,0.062,-0.02
2104095720877577984,2104095720877577984,6672156,284.91175,42.18873,0.028,-5.39,-6.37,-8010.0,352.1,129.4,0.089,-0.012
2106020617840025600,2106020617840025600,8016816,287.01267,43.89276,0.025,-3.12,-6.98,-8043.7,284.6,103.2,0.041,-0.007
2104120425529486720,2104120425529486720,6423857,284.20874,41.87476,0.256,-1.75,-4.46,-8020.4,310.0,118.9,0.043,-0.011
2106029040275684992,2106029040275684992,8153795,287.03477,44.03635,0.151,0.03,-3.27,-8038.0,308.3,110.3,0.121,0.012
2104841052321306624,2104841052321306624,7257035,281.87789,42.86473,0.02,-3.11,1.37,-8032.4,278.5,119.8,0.117,-0.001
2105452140268924032,2105452140268924032,6675714,286.51267,42.13399,0.325,-0.74,-3.53,-8025.5,311.4,109.7,0.023,0.01
2104160111027436928,2104160111027436928,6843185,284.49476,42.39955,0.17,-0.19,-2.73,-8018.1,328.5,124.4,0.078,-0.019
2104872212304516992,2104872212304516992,6502217,284.08961,41.9484,0.082,-0.61,-7.0,-8022.0,305.6,118.2,0.036,-0.003
2104160970020882560,2104160970020882560,6843063,284.44399,42.39302,0.113,0.54,-1.79,-8016.5,333.2,126.1,0.057,0.004
2104173305166512384,2104173305166512384,6672948,285.29441,42.10491,0.363,-0.82,-3.15,-8023.8,309.3,114.3,0.147,-0.027
2105481414766290560,2105481414766290560,7019432,286.91808,42.54952,0.048,2.96,-6.65,-8024.3,325.7,112.8,0.07,-0.008
2106141392323223296,2106141392323223296,8355134,287.50889,44.3759,0.103,-0.54,-0.8,-8041.0,306.9,108.6,0.071,-0.009
2106141396620757888,2106141396620757888,8355130,287.50676,44.37494,0.103,-3.04,-2.26,-8040.9,307.1,108.7,0.069,0.001
2104961826801687808,2104961826801687808,7095058,283.12246,42.65091,0.042,3.31,-2.06,-8031.7,282.9,116.0,0.14,-0.015
2104989692550055424,2104989692550055424,7422486,283.43007,43.04239,0.136,0.83,-1.36,-8026.4,308.3,123.8,0.074,-0.004
2105006563181550080,2105006563181550080,7504769,283.09868,43.16027,0.021,-4.42,-7.79,-8018.5,334.2,134.3,0.003,-0.009
2104345069498052864,2104345069498052864,5597406,283.15334,40.81377,0.336,-2.23,-2.41,-8012.6,309.3,121.6,0.049,-0.022
2104345069498052992,2104345069498052992,5597401,283.15105,40.81422,0.339,-2.31,-2.94,-8011.6,312.0,122.5,0.066,-0.01
2106823231268335744,2106823231268335744,8935239,283.92849,45.25649,0.084,-1.97,-4.41,-8040.8,304.7,124.2,0.073,-0.005
2052594385776336768,2052594385776336768,2572681,290.75874,37.88482,0.021,-1.15,-3.81,-8027.2,263.5,72.8,0.105,-0.006
2052844803848824576,2052844803848824576,3643799,290.95501,38.71481,0.118,-3.32,-6.26,-8016.4,307.6,82.6,0.027,-0.005
2052620606558049792,2052620606558049792,3113630,290.73002,38.22974,0.103,1.39,-5.55,-8019.5,289.9,78.9,0.044,-0.003
2052853733082870528,2052853733082870528,3642808,290.65942,38.712,0.027,-7.28,-3.38,-8004.3,340.6,90.6,0.013,-0.011
2052871363926844928,2052871363926844928,3439126,290.15725,38.52438,0.166,-1.76,-5.24,-8004.5,333.6,91.0,0.051,-0.007
2052872119840855680,2052872119840855680,3336595,289.91093,38.44547,0.056,-1.96,-6.85,-7994.3,359.5,97.5,0.019,-0.011
2052875933772027904,2052875933772027904,3539632,290.02093,38.63636,0.177,-0.48,-5.01,-8006.9,327.8,90.7,0.034,-0.008
2052435545010409856,2052435545010409856,4473355,294.01524,39.5315,0.069,0.54,-4.67,-8018.5,336.3,76.6,0.042,-0.016
2052673005158812928,2052673005158812928,3344220,291.95287,38.40639,0.032,-1.59,-10.73,-8021.5,293.8,75.1,0.093,-0.015
2052301095353957248,2052301095353957248,3858086,293.50288,38.90921,0.087,-0.61,-5.96,-8014.8,332.7,76.6,0.025,-0.005
2052989252191235072,2052989252191235072,4464530,291.6368,39.55758,0.119,0.05,-7.51,-8025.5,297.9,79.7,0.048,-0.0
2052989252191235584,2052989252191235584,4464528,291.63627,39.55861,0.102,1.01,-7.36,-8028.1,290.0,78.2,0.062,-0.001
2052504951683565056,2052504951683565056,4842436,293.72769,39.90734,0.093,1.39,-2.73,-8026.2,315.5,75.3,0.032,-0.002
2052525842397883008,2052525842397883008,2013627,291.22571,37.47176,0.027,-3.07,-9.31,-8018.8,283.8,74.1,0.077,-0.013
2052763233833344384,2052763233833344384,3646781,291.74448,38.78631,0.136,1.01,-6.42,-8019.1,305.7,79.0,0.033,-0.011
2052530171724900224,2052530171724900224,2158641,291.1074,37.55156,0.043,3.31,-2.95,-8006.6,317.9,81.2,0.055,-0.011
2052568414114430848,2052568414114430848,2442551,291.26994,37.77022,0.117,-1.42,-5.66,-8006.9,321.5,81.7,0.098,-0.01
2053299348831952512,2053299348831952512,5015454,293.07449,40.13712,0.076,-2.91,-4.39,-8020.9,332.6,81.7,0.039,-0.005
2053617691806542976,2053617691806542976,6045511,292.77218,41.38138,0.174,0.69,-5.1,-8032.3,315.1,82.7,0.074,-0.023
2053517636247274240,2053517636247274240,5536266,292.64255,40.73276,0.097,-1.62,-3.65,-8035.4,292.0,77.3,0.068,0.002
2053560482841892224,2053560482841892224,5793668,292.68427,41.07386,0.036,5.69,-5.02,-8041.5,277.0,74.9,0.028,-0.006
2053574256795363072,2053574256795363072,5621528,292.29713,40.84586,0.038,-0.78,-0.43,-8036.1,289.3,78.3,0.097,-0.016
2053601061692668928,2053601061692668928,5961373,292.18322,41.21266,0.156,0.17,-5.21,-8030.3,314.5,84.6,0.003,-0.001
2085651963081506816,2085651963081506816,10362937,299.5353,47.47622,0.057,8.57,-2.29,-8071.1,356.8,80.4,0.132,-0.01
2085233839426359808,2085233839426359808,9428227,299.95212,45.96571,0.047,4.51,-8.07,-8074.0,293.4,64.6,0.389,-0.034
2085684192516834176,2085684192516834176,10359854,298.65533,47.46874,0.074,2.3,-4.32,-8070.8,345.4,81.7,0.082,-0.017
2085688448822534528,2085688448822534528,10425836,298.89505,47.53876,0.05,1.68,-1.6,-8083.1,267.4,67.4,0.085,-0.006
2085478308963651584,2085478308963651584,9730417,298.80919,46.42009,0.074,7.79,-1.15,-8069.6,320.2,73.8,0.061,0.001
2085481744937494784,2085481744937494784,9730373,298.79297,46.4589,0.056,8.77,-4.82,-8073.1,299.7,70.6,0.012,-0.014
2085275719641874176,2085275719641874176,9488989,299.74251,46.00015,0.044,0.48,-7.77,-8069.7,318.5,69.1,0.042,-0.001
2085176974058485376,2085176974058485376,9050543,300.04102,45.31494,0.024,-2.11,-3.27,-8064.7,331.1,67.9,0.107,-0.008
2086632830531191552,2086632830531191552,10810068,296.60902,48.14984,0.026,6.78,-0.13,-8083.6,257.0,73.3,0.327,-0.012
2086378946426807936,2086378946426807936,10355509,297.45657,47.43815,0.035,7.39,-4.36,-8066.0,359.7,88.9,0.044,-0.017
2086645474914440576,2086645474914440576,10611751,296.21434,47.81106,0.029,-0.47,-1.35,-8072.8,313.0,85.3,0.036,-0.01
2086715156462908672,2086715156462908672,10812541,297.30442,48.19525,0.171,4.22,-3.56,-8078.2,303.1,80.6,0.111,-0.022
2086499922761614208,2086499922761614208,10936708,298.43671,48.32893,0.081,6.94,-4.66,-8082.4,291.7,75.1,0.067,-0.01
2086562221271092992,2086562221271092992,11043770,297.60557,48.53828,0.109,4.4,-5.38,-8079.7,307.5,81.3,0.075,0.003
2086323455447879680,2086323455447879680,10091786,297.65714,47.09329,0.024,0.55,0.77,-8079.1,267.8,70.1,0.084,-0.023
2086327436873607936,2086327436873607936,10224468,297.63679,47.29798,0.064,2.68,-4.52,-8067.9,344.7,84.9,0.045,-0.007
2087203442705490944,2087203442705490944,11726065,297.73584,49.88305,0.094,3.46,-1.88,-8086.3,309.3,84.8,0.082,-0.008
2129719495765254272,2129719495765254272,11190713,291.99833,48.81763,0.14,4.87,-3.23,-8079.3,261.1,89.0,0.159,0.007
2129733956917006592,2129733956917006592,11243149,291.33107,48.96567,0.202,4.02,-3.09,-8076.4,277.4,95.7,0.114,-0.016
2130260180608648192,2130260180608648192,9272082,287.64083,45.75111,0.038,1.76,-2.14,-8043.5,328.5,117.1,0.056,0.008
2128840912955018368,2128840912955018368,10736489,293.94764,48.06526,0.093,3.94,-2.12,-8079.9,254.0,80.1,0.032,0.022
2129299035647555968,2129299035647555968,10730618,291.62705,48.09302,0.058,0.89,0.42,-8071.6,283.6,94.6,0.027,0.003
2129798282645431296,2129798282645431296,11351755,292.56192,49.1595,0.02,2.21,-8.7,-8081.1,263.8,88.7,0.027,-0.01
2129802504592956544,2129802504592956544,11403986,292.43028,49.24716,0.054,8.42,-3.21,-8077.8,286.7,95.2,0.167,-0.002
2129320785361864832,2129320785361864832,10974032,291.04128,48.42797,0.042,5.29,-7.79,-8070.5,294.2,100.1,0.022,0.01
2128941144612685184,2128941144612685184,10924762,293.97718,48.34345,0.123,4.27,-2.51,-8080.0,261.1,82.2,0.274,-0.03
2129870472456063744,2129870472456063744,11610797,291.90305,49.67067,0.181,4.3,-2.78,-8082.1,266.5,92.4,0.081,-0.006
2130437992254143232,2130437992254143232,9761347,287.23888,46.59805,0.035,7.88,-3.21,-8062.9,261.8,100.3,0.059,-0.022
2129417404945830784,2129417404945830784,10857583,290.12923,48.2085,0.174,3.57,-2.88,-8073.2,265.9,94.9,0.049,-0.033
2130527293213756288,2130527293213756288,9699848,286.67753,46.47194,0.052,7.07,-2.72,-8058.0,277.2,106.8,0.034,0.006
2129019652317227392,2129019652317227392,11193578,293.45308,48.85901,0.03,4.78,-8.58,-8073.6,311.7,97.2,0.071,-0.008
2130618621398706048,2130618621398706048,10127823,286.01274,47.12342,0.024,8.22,-0.92,-8060.4,276.6,110.0,0.085,0.002
2130135592196632192,2130135592196632192,11912947,290.9828,50.26155,0.149,4.41,-2.68,-8084.6,259.3,94.2,0.068,-0.016
2128747664927194112,2128747664927194112,10803430,294.28347,48.14708,0.039,8.93,-5.24,-8076.2,281.7,85.7,0.075,-0.003
2129185923389399808,2129185923389399808,10403228,291.22678,47.55001,0.215,3.29,-2.96,-8067.6,287.7,96.0,0.123,-0.023
2130790347071058304,2130790347071058304,10066745,288.21314,47.04495,0.046,2.37,-7.16,-8060.6,288.2,105.6,0.069,-0.005
2130866939228158464,2130866939228158464,10395363,287.5951,47.50138,0.03,-1.15,-1.85,-8055.7,318.4,117.9,0.058,-0.001
2130988018645874944,2130988018645874944,10722785,288.37032,48.08977,0.022,6.28,-3.41,-8061.1,313.4,114.6,0.012,-0.003
2131213903865281664,2131213903865281664,11075410,287.11771,48.66518,0.054,2.98,-4.31,-8074.4,250.6,100.5,0.136,-0.01
