BJDTDB,FLUX,E_FLUX,BANDPASS
2459433.982618,1.00352,0.00124,i
2459433.982971,0.99881,0.00124,i
2459433.983324,1.00375,0.00124,i
2459433.983678,1.00353,0.00124,i
2459433.984032,1.00392,0.00124,i
2459433.984386,1.00501,0.00125,i
2459433.984739,1.00311,0.00125,i
2459433.985086,1.00335,0.00125,i
2459433.98544,1.00085,0.00125,i
2459433.985793,1.00595,0.00125,i
2459433.986147,1.00015,0.00125,i
2459433.986501,1.00337,0.00125,i
2459433.986854,1.00359,0.00125,i
2459433.987202,1.00273,0.00125,i
2459433.987555,1.00265,0.00125,i
2459433.987909,1.0011,0.00125,i
2459433.988263,1.00381,0.00125,i
2459433.988616,1.00229,0.00125,i
2459433.988969,1.00379,0.00126,i
2459433.989323,1.00409,0.00126,i
2459433.989705,1.00393,0.00126,i
2459433.990058,1.00216,0.00126,i
2459433.990411,1.00486,0.00126,i
2459433.990765,1.0031,0.00126,i
2459433.991118,1.00021,0.00126,i
2459433.991471,1.00399,0.00126,i
2459433.991824,1.00445,0.00126,i
2459433.992171,1.00527,0.00126,i
2459433.992523,1.0027,0.00126,i
2459433.992877,1.00432,0.00126,i
2459433.99323,1.00543,0.00126,i
2459433.993583,1.00513,0.00127,i
2459433.993936,1.00534,0.00126,i
2459433.994289,1.00427,0.00126,i
2459433.994643,1.0025,0.00127,i
2459433.994996,1.00406,0.00127,i
2459433.995349,1.00637,0.00127,i
2459433.995703,1.00333,0.00127,i
2459433.996049,1.00589,0.00128,i
2459433.996409,1.00537,0.00127,i
2459433.996755,1.00699,0.00127,i
2459433.997461,1.00552,0.00127,i
2459433.997814,1.00346,0.00127,i
2459433.998168,1.00554,0.00128,i
2459433.998524,1.00568,0.00128,i
2459433.99887,1.0058,0.00128,i
2459433.999224,1.00601,0.00128,i
2459433.999932,1.00497,0.00128,i
2459434.000285,1.00553,0.00128,i
2459434.000639,1.00529,0.00128,i
2459434.000985,1.00465,0.00128,i
2459434.001338,1.00697,0.00129,i
2459434.001692,1.00429,0.00129,i
2459434.003104,1.00582,0.00129,i
2459434.003454,1.00694,0.00129,i
2459434.003811,1.00475,0.00129,i
2459434.004159,1.00716,0.00129,i
2459434.004516,1.00666,0.0013,i
2459434.006285,1.00387,0.0013,i
2459434.006641,1.00386,0.0013,i
2459434.006998,1.00434,0.0013,i
2459434.008759,1.00702,0.00131,i
2459434.009463,1.00356,0.00131,i
2459434.010167,1.00618,0.00132,i
2459433.829406,0.99941,0.00136,z
2459433.829707,1.00008,0.00136,z
2459433.83002,0.99937,0.00136,z
2459433.830321,0.99867,0.00136,z
2459433.830623,0.99967,0.00136,z
2459433.830936,1.0007,0.00136,z
2459433.831238,0.99684,0.00136,z
2459433.83154,0.99964,0.00135,z
2459433.831853,0.99901,0.00136,z
2459433.832155,0.99921,0.00136,z
2459433.832468,0.99792,0.00136,z
2459433.83277,0.99866,0.00136,z
2459433.833071,0.9963,0.00136,z
2459433.833385,1.00016,0.00137,z
2459433.833686,0.9986,0.00136,z
2459433.833988,0.99667,0.00136,z
2459433.83429,1.00161,0.00137,z
2459433.834603,0.99679,0.00136,z
2459433.834904,0.99723,0.00137,z
2459433.835206,0.99821,0.00136,z
2459433.835519,0.99835,0.00136,z
2459433.83582,0.99923,0.00136,z
2459433.836121,1.00011,0.00136,z
2459433.836423,1.00003,0.00136,z
2459433.836736,0.99739,0.00136,z
2459433.837037,0.99891,0.00136,z
2459433.837338,0.99878,0.00136,z
2459433.837652,0.99862,0.00136,z
2459433.837953,1.00036,0.00136,z
2459433.838254,1.00058,0.00136,z
2459433.838556,1.00125,0.00137,z
2459433.838869,0.99619,0.00136,z
2459433.83917,0.99957,0.00136,z
2459433.839483,1.00029,0.00137,z
2459433.839785,0.99936,0.00136,z
2459433.840086,0.99788,0.00136,z
2459433.840399,0.99899,0.00137,z
2459433.840701,0.99932,0.00137,z
2459433.841014,0.99895,0.00136,z
2459433.841315,0.99667,0.00137,z
2459433.841616,0.99882,0.00137,z
2459433.841929,0.99965,0.00137,z
2459433.842231,0.99947,0.00137,z
2459433.842567,0.99737,0.00137,z
2459433.842868,0.99894,0.00137,z
2459433.84317,0.99745,0.00136,z
2459433.843483,0.99822,0.00137,z
2459433.843784,1.00031,0.00137,z
2459433.844086,0.99789,0.00137,z
2459433.844399,0.99851,0.00136,z
2459433.8447,0.99756,0.00137,z
2459433.845001,0.99679,0.00137,z
2459433.845314,0.99669,0.00137,z
2459433.845616,1.00018,0.00137,z
2459433.845917,0.99789,0.00137,z
2459433.84623,0.99802,0.00138,z
2459433.846532,1.00047,0.00137,z
2459433.846834,1.00112,0.00137,z
2459433.847135,0.99933,0.00137,z
2459433.847449,0.99668,0.00136,z
2459433.84775,0.99816,0.00137,z
2459433.848051,0.99953,0.00136,z
2459433.848353,0.99902,0.00138,z
2459433.848666,0.99765,0.00138,z
2459433.848967,0.99561,0.00137,z
2459433.849269,0.99891,0.00138,z
2459433.849581,0.99823,0.00137,z
2459433.849884,0.99823,0.00138,z
2459433.850185,0.99909,0.00138,z
2459433.850486,0.99775,0.00138,z
2459433.850799,0.99933,0.00138,z
2459433.851101,0.99954,0.00138,z
2459433.851402,1.00025,0.00137,z
2459433.851715,0.9958,0.00138,z
2459433.852016,0.99832,0.00138,z
2459433.852329,1.0014,0.00138,z
2459433.852632,0.99933,0.00138,z
2459433.852934,0.99896,0.00137,z
2459433.853235,1.00008,0.00137,z
2459433.853548,0.9963,0.00137,z
2459433.85385,1.00122,0.00137,z
2459433.854151,0.99888,0.00138,z
2459433.854464,0.99881,0.00137,z
2459433.854765,1.00055,0.00137,z
2459433.855068,0.99877,0.00137,z
2459433.855369,0.99994,0.00137,z
2459433.855682,0.99834,0.00137,z
2459433.856285,1.00019,0.00138,z
2459433.856598,0.99837,0.00138,z
2459433.856899,1.00049,0.00138,z
2459433.857201,0.99676,0.00138,z
2459433.858116,0.99827,0.00138,z
2459433.858429,0.99788,0.00138,z
2459433.858731,1.00044,0.00138,z
2459433.859032,0.99798,0.00138,z
2459433.859334,0.99781,0.00138,z
2459433.859647,0.9947,0.00138,z
2459433.859948,1.00009,0.00138,z
2459433.860249,0.99785,0.00138,z
2459433.860562,1.00034,0.00138,z
2459433.860864,1.00056,0.00138,z
2459433.861165,0.99811,0.00138,z
2459433.861467,0.99938,0.00138,z
2459433.86178,0.99994,0.00138,z
2459433.862081,0.99734,0.00138,z
2459433.862383,0.9976,0.00138,z
2459433.862998,0.99795,0.00139,z
2459433.865121,1.00046,0.00139,z
2459433.865434,1.00096,0.00139,z
2459433.865736,0.99983,0.00139,z
2459433.866038,0.99835,0.00138,z
2459433.866339,0.99906,0.00139,z
2459433.866653,1.00105,0.00138,z
2459433.866954,0.99844,0.00138,z
2459433.867256,0.99859,0.00139,z
2459433.867558,0.99653,0.00138,z
2459433.867871,0.99887,0.00138,z
2459433.868173,1.00071,0.00139,z
2459433.868474,0.99813,0.00139,z
2459433.868776,0.99887,0.00138,z
2459433.869089,0.99776,0.00138,z
2459433.869391,0.99786,0.00138,z
2459433.869693,0.99783,0.00138,z
2459433.870006,0.999,0.00138,z
2459433.870308,0.99857,0.00138,z
2459433.870609,0.9999,0.00138,z
2459433.870911,1.00049,0.00138,z
2459433.871224,1.0004,0.00138,z
2459433.871526,0.99594,0.00138,z
2459433.871828,1.00016,0.00138,z
2459433.872129,1.00004,0.00138,z
2459433.872443,0.99975,0.00138,z
2459433.872744,0.99969,0.00138,z
2459433.873046,0.99838,0.00138,z
2459433.873359,1.00168,0.00138,z
2459433.873661,1.00006,0.00138,z
2459433.873974,0.99903,0.00137,z
2459433.874277,0.99876,0.00138,z
2459433.874578,0.99816,0.00138,z
2459433.874879,1.00129,0.00138,z
2459433.875192,0.99656,0.00138,z
2459433.875494,1.00028,0.00138,z
2459433.875807,0.99892,0.00138,z
2459433.876108,0.99915,0.00138,z
2459433.87641,0.99959,0.00138,z
2459433.876711,0.99891,0.00138,z
2459433.877024,0.99977,0.00138,z
2459433.877327,0.99973,0.00138,z
2459433.877628,0.99879,0.00138,z
2459433.877941,1.00261,0.00138,z
2459433.878243,1.00131,0.00138,z
2459433.878556,0.99913,0.00139,z
2459433.878857,1.00056,0.00139,z
2459433.879158,0.99753,0.00138,z
2459433.87946,0.99826,0.00138,z
2459433.879774,0.99729,0.00138,z
2459433.880075,0.99909,0.00138,z
2459433.880377,0.99766,0.00138,z
2459433.88069,1.0016,0.00138,z
2459433.880991,0.99912,0.00138,z
2459433.881304,0.9991,0.00138,z
2459433.881605,0.99696,0.00138,z
2459433.881907,0.99912,0.00138,z
2459433.88222,1.00047,0.00138,z
2459433.882521,1.00046,0.00138,z
2459433.882822,0.99901,0.00138,z
2459433.883125,0.99749,0.00139,z
2459433.883439,0.99773,0.00139,z
2459433.883739,0.99977,0.00139,z
2459433.88404,0.99943,0.00139,z
2459433.884342,0.99797,0.00139,z
2459433.884655,0.99987,0.0014,z
2459433.885258,1.00027,0.0014,z
2459433.88557,0.99772,0.00139,z
2459433.885872,0.99764,0.00138,z
2459433.886173,0.99949,0.0014,z
2459433.886475,0.99838,0.00139,z
2459433.886788,0.99902,0.00139,z
2459433.887089,0.99906,0.00139,z
2459433.88739,0.99721,0.00139,z
2459433.887703,0.99934,0.00139,z
2459433.888005,0.99928,0.00139,z
2459433.888306,1.00231,0.00139,z
2459433.888619,0.99877,0.0014,z
2459433.888921,0.99714,0.00139,z
2459433.889222,0.99984,0.00139,z
2459433.889535,0.99877,0.00139,z
2459433.889836,0.99902,0.00139,z
2459433.890138,1.00024,0.00139,z
2459433.89044,0.99852,0.0014,z
2459433.890753,0.99828,0.0014,z
2459433.891055,1.00019,0.00139,z
2459433.891368,0.9973,0.00139,z
2459433.891669,1.00123,0.00139,z
2459433.89197,0.99983,0.00138,z
2459433.892272,0.99887,0.00139,z
2459433.892585,0.99704,0.00139,z
2459433.892886,0.99906,0.00139,z
2459433.893188,0.99958,0.00139,z
2459433.893501,0.99799,0.00139,z
2459433.893802,0.99824,0.00139,z
2459433.894104,0.99913,0.00139,z
2459433.894416,0.9994,0.00139,z
2459433.894718,0.99812,0.00139,z
2459433.895019,1.00058,0.00139,z
2459433.895332,0.99752,0.00139,z
2459433.895634,0.99928,0.00139,z
2459433.895935,0.99921,0.0014,z
2459433.896236,0.99718,0.00139,z
2459433.896549,0.99799,0.00139,z
2459433.896851,0.99847,0.00139,z
2459433.897152,0.99842,0.00139,z
2459433.897465,0.99816,0.00139,z
2459433.897767,0.99741,0.00139,z
2459433.898068,0.99621,0.00139,z
2459433.898369,1.00126,0.00139,z
2459433.898682,0.9974,0.00139,z
2459433.898984,0.99964,0.00139,z
2459433.899285,1.00045,0.0014,z
2459433.899598,0.99747,0.00139,z
2459433.8999,0.99982,0.00139,z
2459433.900203,1.00106,0.0014,z
2459433.900504,0.99887,0.0014,z
2459433.900817,0.99713,0.0014,z
2459433.901118,0.99913,0.0014,z
2459433.90142,0.9987,0.0014,z
2459433.901721,0.99853,0.0014,z
2459433.902034,1.00135,0.0014,z
2459433.902336,0.99812,0.0014,z
2459433.902649,0.99715,0.0014,z
2459433.90295,0.99999,0.00141,z
2459433.903251,0.99841,0.0014,z
2459433.903564,0.99899,0.0014,z
2459433.903866,0.99827,0.00139,z
2459433.904179,0.99909,0.00139,z
2459433.904481,1.0014,0.0014,z
2459433.904782,0.99673,0.00139,z
2459433.905095,0.99814,0.0014,z
2459433.905396,1.00035,0.0014,z
2459433.905698,1.00021,0.0014,z
2459433.906011,0.99877,0.00139,z
2459433.906312,0.99456,0.00139,z
2459433.906614,1.00044,0.00139,z
2459433.906927,0.99657,0.00139,z
2459433.907228,1.00098,0.0014,z
2459433.907529,0.99691,0.0014,z
2459433.907842,0.99882,0.0014,z
2459433.908144,1.00068,0.0014,z
2459433.908445,0.9974,0.0014,z
2459433.908747,0.99883,0.0014,z
2459433.90906,1.00024,0.0014,z
2459433.909362,0.9982,0.00139,z
2459433.909663,0.99995,0.0014,z
2459433.909976,0.99805,0.0014,z
2459433.910277,1.00032,0.0014,z
2459433.910579,0.99884,0.0014,z
2459433.91088,0.99852,0.0014,z
2459433.911193,0.99822,0.00139,z
2459433.911495,0.99796,0.00139,z
2459433.911797,0.99796,0.00139,z
2459433.912099,0.99619,0.00139,z
2459433.912412,0.99834,0.00139,z
2459433.912713,1.00281,0.00139,z
2459433.913014,1.00023,0.00139,z
2459433.913316,0.99793,0.00139,z
2459433.913629,0.99823,0.00139,z
2459433.91393,0.99916,0.0014,z
2459433.914231,0.99873,0.0014,z
2459433.914544,0.99804,0.0014,z
2459433.914846,0.99975,0.0014,z
2459433.915147,0.99988,0.0014,z
2459433.915449,0.99918,0.0014,z
2459433.915761,0.99731,0.00139,z
2459433.916063,1.00028,0.0014,z
2459433.916365,0.99888,0.0014,z
2459433.916666,1.00051,0.0014,z
2459433.916968,0.99856,0.0014,z
2459433.917282,0.99854,0.0014,z
2459433.917583,0.99908,0.0014,z
2459433.917896,0.99936,0.0014,z
2459433.918209,1.00036,0.00141,z
2459433.918511,0.99921,0.0014,z
2459433.918812,0.99957,0.0014,z
2459433.919114,0.99821,0.00139,z
2459433.919427,0.99819,0.00139,z
2459433.919729,0.99918,0.0014,z
2459433.92003,1.00182,0.0014,z
2459433.920343,1.00037,0.0014,z
2459433.920644,0.99975,0.0014,z
2459433.920946,1.00047,0.0014,z
2459433.921259,0.99955,0.0014,z
2459433.92156,0.99904,0.0014,z
2459433.921861,1.00042,0.0014,z
2459433.922163,0.99978,0.0014,z
2459433.922464,0.99817,0.00139,z
2459433.922777,1.00071,0.0014,z
2459433.92309,0.99908,0.0014,z
2459433.923391,0.99917,0.00141,z
2459433.923693,0.99975,0.00141,z
2459433.923994,1.00068,0.00141,z
2459433.924296,1.00184,0.00141,z
2459433.924609,0.99926,0.0014,z
2459433.92491,1.0,0.00141,z
2459433.925212,0.99789,0.00141,z
2459433.925513,1.002,0.00141,z
2459433.925826,0.99917,0.00141,z
2459433.926128,1.00258,0.0014,z
2459433.926429,1.00077,0.00141,z
2459433.926742,0.99843,0.0014,z
2459433.927044,1.00172,0.00141,z
2459433.927345,0.99763,0.00141,z
2459433.927658,1.00186,0.00141,z
2459433.927959,0.99987,0.00141,z
2459433.928272,1.00032,0.00142,z
2459433.928574,0.99919,0.00141,z
2459433.928875,0.99948,0.00141,z
2459433.929176,0.99839,0.00141,z
2459433.92949,0.99974,0.00141,z
2459433.929791,0.99845,0.00141,z
2459433.930092,0.99866,0.00141,z
2459433.930406,1.00002,0.00141,z
2459433.930707,0.99847,0.00141,z
2459433.931008,0.99788,0.00141,z
2459433.931321,1.00068,0.00141,z
2459433.931623,0.99604,0.00141,z
2459433.931936,1.00004,0.00141,z
2459433.932237,0.99826,0.00141,z
2459433.93255,1.00051,0.00142,z
2459433.932863,0.99812,0.00141,z
2459433.933164,0.99939,0.00141,z
2459433.933477,0.99883,0.00141,z
2459433.933779,0.99909,0.00141,z
2459433.934081,0.99691,0.00141,z
2459433.934394,1.00214,0.00142,z
2459433.934695,1.00002,0.00142,z
2459433.934997,0.99847,0.00142,z
2459433.935298,0.99903,0.00142,z
2459433.935611,0.99855,0.00142,z
2459433.935912,1.00012,0.00142,z
2459433.936214,1.00275,0.00142,z
2459433.936527,1.00211,0.00141,z
2459433.936828,1.00101,0.00141,z
2459433.93713,1.00087,0.00141,z
2459433.937443,0.99879,0.00141,z
2459433.937744,0.99883,0.00141,z
2459433.938045,1.00107,0.00141,z
2459433.938358,0.99996,0.00141,z
2459433.93866,1.0006,0.00141,z
2459433.938961,0.99959,0.00142,z
2459433.939262,0.99904,0.00141,z
2459433.939575,0.99765,0.00142,z
2459433.939877,1.00087,0.00142,z
2459433.94019,0.99814,0.00141,z
2459433.940491,0.99762,0.00142,z
2459433.940793,0.99925,0.00141,z
2459433.941094,0.99732,0.00141,z
2459433.941396,1.00033,0.00142,z
2459433.941709,1.00086,0.00142,z
2459433.94201,1.00114,0.00142,z
2459433.942312,1.00348,0.00142,z
2459433.942625,0.99833,0.00141,z
2459433.942926,1.00064,0.00141,z
2459433.943228,1.0016,0.00141,z
2459433.943541,0.99946,0.00141,z
2459433.943842,1.0002,0.00141,z
2459433.944144,0.99921,0.00141,z
2459433.944457,1.00073,0.00141,z
2459433.944758,0.99891,0.00141,z
2459433.945059,1.00092,0.00141,z
2459433.945361,1.0001,0.00141,z
2459433.945674,0.99886,0.00141,z
2459433.945975,1.00076,0.00141,z
2459433.946277,1.00128,0.00142,z
2459433.94659,1.0005,0.00142,z
2459433.946891,0.99927,0.00142,z
2459433.947192,0.99998,0.00142,z
2459433.947505,0.99913,0.00142,z
2459433.947807,0.99766,0.00142,z
2459433.948108,1.00228,0.00142,z
2459433.94842,1.00227,0.00142,z
2459433.948722,0.99839,0.00142,z
2459433.949023,0.9975,0.00142,z
2459433.949336,0.9981,0.00142,z
2459433.949649,1.00044,0.00142,z
2459433.94995,1.00199,0.00142,z
2459433.950252,0.99972,0.00142,z
2459433.950565,1.00046,0.00142,z
2459433.950866,1.00261,0.00142,z
2459433.951168,1.00124,0.00142,z
2459433.951469,1.0014,0.00142,z
2459433.951782,1.00273,0.00142,z
2459433.952083,0.99885,0.00142,z
2459433.952385,1.00482,0.00143,z
2459433.952698,1.00168,0.00143,z
2459433.952999,1.00066,0.00143,z
2459433.9533,1.0001,0.00143,z
2459433.953602,0.99929,0.00142,z
2459433.953915,0.9996,0.00143,z
2459433.954216,1.00221,0.00143,z
2459433.954518,1.00154,0.00143,z
2459433.954831,1.0008,0.00143,z
2459433.955133,1.00262,0.00143,z
2459433.955434,1.0003,0.00142,z
2459433.955748,1.00176,0.00142,z
2459433.956049,1.00108,0.00142,z
2459433.956351,1.00299,0.00142,z
2459433.956653,0.99943,0.00142,z
2459433.956966,1.00392,0.00142,z
2459433.957268,0.99939,0.00142,z
2459433.957569,1.00012,0.00142,z
2459433.957883,1.00092,0.00142,z
2459433.958184,1.00204,0.00143,z
2459433.958486,1.0005,0.00142,z
2459433.958788,1.00085,0.00143,z
2459433.959101,0.99965,0.00142,z
2459433.959403,0.99989,0.00143,z
2459433.959716,1.00015,0.00143,z
2459433.960018,1.00064,0.00143,z
2459433.96032,1.00006,0.00143,z
2459433.960621,1.001,0.00143,z
2459433.960935,0.9998,0.00143,z
2459433.961236,1.00125,0.00144,z
2459433.961538,1.00368,0.00143,z
2459433.961851,1.00271,0.00143,z
2459433.962153,0.99931,0.00143,z
2459433.962454,1.00016,0.00143,z
2459433.962767,0.99846,0.00143,z
2459433.963068,1.00078,0.00144,z
2459433.963381,1.00086,0.00143,z
2459433.963683,0.99996,0.00143,z
2459433.963985,1.00052,0.00143,z
2459433.964286,1.00211,0.00143,z
2459433.964599,1.0021,0.00143,z
2459433.964901,1.00337,0.00143,z
2459433.965202,0.99994,0.00143,z
2459433.965504,1.00183,0.00143,z
2459433.965817,1.00121,0.00143,z
2459433.966118,1.00039,0.00143,z
2459433.966431,1.00457,0.00143,z
2459433.966733,1.00282,0.00143,z
2459433.967035,1.00251,0.00143,z
2459433.967336,1.00278,0.00144,z
2459433.967649,1.0011,0.00144,z
2459433.967951,1.0044,0.00144,z
2459433.968252,1.00032,0.00143,z
2459433.968565,0.99905,0.00143,z
2459433.968867,1.00186,0.00143,z
2459433.969168,1.00296,0.00144,z
2459433.969481,0.99988,0.00144,z
2459433.969782,1.00118,0.00144,z
2459433.970084,1.00364,0.00145,z
2459433.970397,1.00179,0.00144,z
2459433.970698,1.00073,0.00144,z
2459433.970999,1.0012,0.00144,z
2459433.971312,1.00182,0.00144,z
2459433.971614,1.00096,0.00144,z
2459433.971915,0.99969,0.00145,z
2459433.972217,1.00008,0.00144,z
2459433.972518,1.00096,0.00144,z
2459433.972831,1.00095,0.00145,z
2459433.973132,1.00456,0.00145,z
2459433.973434,1.00092,0.00144,z
2459433.973747,1.00041,0.00144,z
2459433.974048,1.00225,0.00144,z
2459433.97435,1.00053,0.00143,z
2459433.974662,1.00473,0.00144,z
2459433.974987,0.99897,0.00143,z
2459433.9753,1.00158,0.00144,z
2459433.975602,1.00225,0.00144,z
2459433.975904,1.00049,0.00144,z
2459433.976217,1.0034,0.00144,z
2459433.976519,1.00649,0.00144,z
2459433.97682,1.00181,0.00144,z
2459433.977122,1.00302,0.00144,z
2459433.977435,1.0011,0.00144,z
2459433.977737,1.00272,0.00145,z
2459433.978039,1.00119,0.00145,z
2459433.978352,1.00118,0.00144,z
2459433.978653,1.00497,0.00145,z
2459433.978955,1.00082,0.00144,z
2459433.979268,0.99961,0.00144,z
2459433.97957,1.00225,0.00144,z
2459433.979871,1.00287,0.00144,z
2459433.980184,1.00317,0.00144,z
2459433.980486,0.9996,0.00145,z
2459433.980799,1.00176,0.00145,z
2459433.9811,1.00087,0.00144,z
2459433.981401,0.99854,0.00145,z
2459433.981703,1.00294,0.00144,z
2459433.982016,1.00266,0.00144,z
2459433.982317,1.00662,0.00144,z
2459433.982619,1.00139,0.00144,z
2459433.982932,1.0,0.00144,z
2459433.983233,1.00296,0.00145,z
2459433.983535,1.00148,0.00144,z
2459433.983848,1.00124,0.00144,z
2459433.984149,1.0051,0.00145,z
2459433.98445,1.00507,0.00145,z
2459433.984752,1.00492,0.00145,z
2459433.985065,1.00363,0.00145,z
2459433.985366,1.00194,0.00145,z
2459433.985668,1.00373,0.00145,z
2459433.985981,1.00445,0.00145,z
2459433.986282,0.99925,0.00145,z
2459433.986584,1.00296,0.00146,z
2459433.986885,1.00042,0.00146,z
2459433.987198,1.00289,0.00146,z
2459433.9875,1.00222,0.00145,z
2459433.987813,1.00507,0.00146,z
2459433.988114,1.00554,0.00146,z
2459433.988415,1.00414,0.00146,z
2459433.988728,1.00106,0.00145,z
2459433.98903,1.00326,0.00146,z
2459433.989331,1.00684,0.00146,z
2459433.989633,1.00592,0.00146,z
2459433.989946,1.0047,0.00146,z
2459433.990248,1.00182,0.00146,z
2459433.99055,1.0038,0.00146,z
2459433.990851,1.00123,0.00146,z
2459433.991165,1.00235,0.00146,z
2459433.991466,1.00351,0.00146,z
2459433.991768,1.00215,0.00146,z
2459433.99207,1.00213,0.00146,z
2459433.992383,1.00515,0.00146,z
2459433.992696,1.004,0.00146,z
2459433.992998,1.00558,0.00147,z
2459433.9933,1.00506,0.00146,z
2459433.993613,1.00507,0.00147,z
2459433.993915,1.0035,0.00147,z
2459433.994216,1.00213,0.00146,z
2459433.994518,1.00506,0.00147,z
2459433.994831,1.00505,0.00147,z
2459433.995133,1.00289,0.00147,z
2459433.995435,1.00394,0.00148,z
2459433.995737,1.00431,0.00148,z
2459433.996038,1.00611,0.00148,z
2459433.996351,1.00435,0.00148,z
2459433.996653,1.00478,0.00148,z
2459433.996955,1.00559,0.00148,z
2459433.997257,1.00258,0.00148,z
2459433.99757,1.00555,0.00148,z
2459433.997872,1.00305,0.00148,z
2459433.998173,1.00454,0.00148,z
2459433.998487,1.00686,0.00148,z
2459433.998788,1.00658,0.00148,z
2459433.99909,1.0066,0.00148,z
2459433.999392,1.00443,0.00148,z
2459433.999705,1.00529,0.00148,z
2459434.000007,1.00326,0.00148,z
2459434.000308,1.00562,0.00149,z
2459434.00061,1.0042,0.00148,z
2459434.000922,1.00453,0.00149,z
2459434.001224,1.00539,0.00149,z
2459434.001525,1.00591,0.00149,z
2459434.001827,1.00613,0.0015,z
2459434.00214,1.00604,0.00149,z
2459434.002441,1.00408,0.00149,z
2459434.002743,1.00439,0.00149,z
2459434.003044,1.00407,0.00149,z
2459434.003357,1.00366,0.00149,z
2459434.003659,1.00499,0.0015,z
2459434.003972,1.00621,0.0015,z
2459434.004273,1.00755,0.0015,z
2459434.004575,1.00812,0.0015,z
2459434.004876,1.00497,0.0015,z
2459434.005189,1.0055,0.0015,z
2459434.00549,1.00415,0.0015,z
2459434.005792,1.00615,0.0015,z
2459434.006105,1.00331,0.0015,z
2459434.006406,1.00536,0.00151,z
2459434.006708,1.00512,0.00151,z
2459434.007021,1.00733,0.00151,z
2459434.007322,1.00335,0.00151,z
2459434.007623,1.00857,0.00151,z
2459434.007925,1.00519,0.00151,z
2459434.008238,1.00404,0.00151,z
2459434.008539,1.00948,0.00152,z
2459434.00884,1.00446,0.00152,z
2459434.009153,1.0061,0.00152,z
2459434.009455,1.00261,0.00152,z
2459434.009756,1.00761,0.00152,z
2459434.010069,1.00577,0.00153,z
2459434.010371,1.00471,0.00152,z
2459434.010672,1.00415,0.00153,z
2459434.010973,1.0039,0.00153,z
2459434.011286,1.00564,0.00153,z
2459434.011588,1.00526,0.00153,z
2459434.011901,1.00419,0.00153,z
2459434.012203,1.0047,0.00153,z
2459434.012505,1.00642,0.00153,z
2459434.012818,1.00237,0.00154,z
2459434.01312,1.00746,0.00154,z
