dr3_source_id,ra_EDR3,dec_EDR3,parallax_EDR3,ruwe_EDR3,weight,v_l,v_b,x_pc,y_pc,z_pc,(BP-RP)0,(M_G)0,cluster,Prot_Adopted,Prot_TESS,Prot_ZTF,Prot_Confused
2082023639126336768,301.534,45.0373,3.0086,1.078,0.32599,4.9636,-3.462,-8067.55,325.42,60.97,2.419,8.814,RSG-5,9.754,,9.754,0
2081354624964957696,304.2603,44.5609,2.9593,1.038,0.43196,5.1368,-3.7048,-8070.25,332.61,50.6,2.425,8.136,RSG-5,9.196,9.153,9.239,1
2082513991257567872,303.3074,46.2048,2.9254,0.945,0.59208,5.2044,-3.4856,-8075.69,336.46,59.64,2.465,8.842,RSG-5,2.411,,2.411,0
2081120016662804864,303.2399,44.1342,2.9479,0.951,0.39511,5.1091,-3.4081,-8065.65,332.97,52.91,2.566,9.031,RSG-5,29.442,,29.442,0
2081689872933420032,304.6443,45.6671,2.9112,1.025,0.46758,5.9127,-3.5499,-8075.77,338.81,53.43,2.568,9.113,RSG-5,1.44,,1.44,0
2081729730230713984,304.2801,45.736,2.9366,0.945,0.55471,5.3931,-3.7727,-8075.69,335.67,54.63,2.579,9.163,RSG-5,,,,0
2081568239458574336,303.8519,45.1015,2.9211,1.067,0.61894,5.4087,-3.4217,-8071.32,336.91,54.2,2.607,9.154,RSG-5,1.983,,1.983,0
2081688395464645248,304.6893,45.5613,3.0109,1.001,0.48685,5.4831,-3.9042,-8076.89,327.59,51.86,2.65,9.314,RSG-5,,,,0
2081612219924301184,303.2471,45.2848,2.9713,0.986,0.63139,5.1253,-3.2147,-8071.75,330.89,56.31,2.662,9.507,RSG-5,,,,0
2081705747132445952,304.3977,45.7444,2.9475,0.955,0.53097,5.6203,-3.0858,-8076.16,334.51,54.13,2.687,9.302,RSG-5,,,,0
2081630872956081920,303.4821,45.2189,3.051,0.972,0.41857,4.9184,-3.2125,-8073.25,322.38,54.39,2.692,9.39,RSG-5,,,,0
