dr2_source_id,dr3_source_id,kepid,ra_EDR3,dec_EDR3,weight,v_l,v_b,x_pc,y_pc,z_pc,kic_dr2_ang_dist,edr3_dr2_mag_diff
2077322062990094592,2077322062990094592,5541919,294.2239,40.7338,0.03142,2.3368,-2.0885,-8021.3,352.07,81.67,0.011,-0.012
2077322062990095104,2077322062990095104,5541914,294.2229,40.7356,0.03346,2.3895,-2.3352,-8021.42,351.69,81.61,0.041,-0.014
2077807909689806848,2077807909689806848,7286410,293.1702,42.8074,0.13718,0.9168,-3.5475,-8042.7,307.48,83.05,0.025,0.009
2116757765501471232,2116757765501471232,7255398,280.9722,42.889,0.06819,-1.4455,-3.3656,-8014.64,329.63,142.42,0.063,-0.012
2116916163895305216,2116916163895305216,7658882,280.6865,43.3271,0.04535,1.3777,-0.7074,-8029.33,290.81,129.94,0.089,-0.006
2079313171163653120,2079313171163653120,8771498,297.8301,44.9447,0.11126,2.1964,-5.6827,-8064.15,299.47,69.89,0.041,0.003
2078912467894820096,2078912467894820096,8248939,296.936,44.1611,0.08041,4.4155,-1.0282,-8051.04,335.52,77.05,0.051,-0.007
2079092993961452288,2079092993961452288,8517293,298.7461,44.5154,0.04688,5.069,-2.9246,-8070.32,266.29,60.69,0.025,-0.001
2078752252740429696,2078752252740429696,7769891,297.0426,43.4563,0.02503,2.7197,1.1458,-8044.81,347.41,76.56,0.076,-0.008
2078794515219482752,2078794515219482752,7836762,296.3832,43.5952,0.04712,7.3052,-2.6625,-8056.67,291.29,70.17,0.074,-0.015
2079382204184435072,2079382204184435072,9040228,297.4669,45.3724,0.12982,3.5521,-4.5333,-8058.96,334.17,78.18,0.039,-0.013
2079407492949813888,2079407492949813888,9045611,298.6708,45.3192,0.1311,6.1942,-2.5637,-8063.45,321.97,71.55,0.073,0.001
2079024622387491712,2079024622387491712,8324268,299.209,44.2711,0.07975,7.148,-6.3645,-8059.21,322.24,66.69,0.163,0.01
2079024656747338368,2079024656747338368,8324293,299.2144,44.2743,0.125,7.2162,-4.2534,-8058.4,326.53,67.29,0.038,0.0
2079438932110694016,2079438932110694016,9238899,298.6904,45.6829,0.0809,3.979,-6.7967,-8069.82,296.48,68.4,0.077,-0.009
2079272527897315968,2079272527897315968,8643814,297.9702,44.7116,0.12246,6.0975,-3.316,-8057.87,327.22,73.27,0.086,-0.027
2079295372819191424,2079295372819191424,8644597,298.1511,44.7239,0.13527,3.5871,-2.4861,-8055.56,341.37,74.87,0.046,-0.004
2075440759930938624,2075440759930938624,6719893,298.6213,42.1836,0.02169,7.1997,-2.8625,-8036.27,369.59,69.18,0.051,-0.002
2075039545581043456,2075039545581043456,5307816,299.4054,40.4608,0.02545,0.7599,-10.3461,-8045.07,302.97,52.99,0.019,-0.016
2075369467785389824,2075369467785389824,6391896,299.0139,41.7324,0.13465,4.2109,-3.0252,-8043.7,331.19,61.29,0.062,-0.009
2075377950329382400,2075377950329382400,6470844,299.0876,41.8992,0.11343,4.9281,-5.6775,-8045.15,329.48,61.28,0.074,-0.006
2075055862145156864,2075055862145156864,5393802,299.235,40.5668,0.07214,5.9399,-4.1131,-8042.43,313.92,55.09,0.034,-0.005
2133657465378315904,2133657465378315904,11953957,285.8487,50.3316,0.06,4.8287,-3.602,-8074.34,286.77,119.32,0.02,-0.005
2133055723280822016,2133055723280822016,11961075,290.2121,50.3054,0.14014,4.6099,-2.6723,-8083.3,262.85,97.62,0.074,-0.022
2133166013742924672,2133166013742924672,12157161,290.1694,50.7656,0.05115,4.5301,-2.6096,-8087.8,245.03,93.3,0.054,0.004
2133238826326478208,2133238826326478208,12353946,289.6964,51.1861,0.05732,3.7133,-3.5228,-8080.98,304.9,113.52,0.06,-0.019
2132692403407786752,2132692403407786752,11656301,288.692,49.7717,0.04692,4.547,-2.1888,-8071.69,307.79,115.06,0.151,-0.015
2132760641848600960,2132760641848600960,11447564,287.5584,49.3671,0.04493,0.8622,-0.864,-8076.56,258.64,102.82,0.094,-0.018
2134730451290713728,2134730451290713728,11037498,295.3513,48.5569,0.04652,4.3069,-8.2634,-8076.44,303.9,88.13,0.018,-0.01
2134820679963956736,2134820679963956736,11357984,295.4562,49.1521,0.04139,6.6133,0.3208,-8085.18,263.56,80.14,0.161,-0.013
2134839814040342400,2134839814040342400,11514272,295.1296,49.4281,0.15671,3.792,-4.6468,-8083.5,281.07,85.7,0.078,-0.013
2134844624403540096,2134844624403540096,11565541,294.967,49.5609,0.02399,0.4367,-6.8855,-8078.68,319.23,95.41,0.035,-0.007
2136135420990484480,2136135420990484480,12258704,291.6931,50.9335,0.05276,-0.1669,-2.0575,-8084.56,288.95,101.71,0.02,-0.013
2135303296848445952,2135303296848445952,11972826,296.3305,50.3688,0.0408,4.4154,-0.1922,-8085.06,320.29,93.04,0.064,0.001
2135317796658418048,2135317796658418048,12023817,296.8937,50.4396,0.12271,4.7827,-3.3251,-8089.19,295.13,85.79,0.085,0.005
2134920632442091776,2134920632442091776,11515276,295.5673,49.4686,0.04066,2.4035,-0.0371,-8079.36,318.3,92.88,0.068,-0.026
2134971347416605056,2134971347416605056,11770546,295.4658,49.9888,0.0654,6.2409,-5.4429,-8081.48,321.38,95.27,0.094,0.01
2134974920829382400,2134974920829382400,11821140,295.3624,50.0531,0.02923,8.5333,-4.5871,-8081.23,324.61,96.54,0.015,0.002
2135592537125787648,2135592537125787648,12315252,295.6118,51.0929,0.04358,1.418,0.5224,-8091.32,285.48,89.03,0.044,-0.013
2135154828418076672,2135154828418076672,11869977,294.8076,50.1012,0.04018,7.2785,-0.4052,-8082.55,308.81,94.82,0.015,-0.017
2050233601176543104,2050233601176543104,757099,291.0431,36.5938,0.09931,-1.9914,-6.1489,-7996.67,329.12,81.27,0.128,-0.017
2051031193779818240,2051031193779818240,1718594,290.8306,37.2726,0.14701,-1.4279,-4.3947,-7996.83,338.22,85.68,0.087,0.001
2051085619607113600,2051085619607113600,2156718,290.6515,37.563,0.03898,0.2692,-7.121,-7992.31,354.22,90.41,0.051,-0.013
2051694572946664960,2051694572946664960,1028018,291.4713,36.7998,0.05485,-2.3391,-7.7004,-7995.05,339.49,81.64,0.058,-0.03
2051719522419750656,2051719522419750656,1436265,292.2455,37.0966,0.10575,-1.8275,-5.8784,-8004.35,324.13,76.12,0.136,-0.037
2051746563534482304,2051746563534482304,1294756,291.4223,36.9713,0.09947,-1.9942,-6.4254,-8002.33,322.35,79.21,0.043,0.007
2052164927713561600,2052164927713561600,3246460,294.2361,38.3838,0.06832,0.6201,-8.4445,-8016.87,322.51,70.42,0.139,0.016
2105654583547150336,2105654583547150336,7669197,286.5512,43.3607,0.19968,-0.2811,-3.532,-8034.14,305.67,110.24,0.115,-0.006
2104426497780648960,2104426497780648960,6020313,282.7669,41.3977,0.08927,0.2595,-1.7541,-8006.79,334.11,132.68,0.086,-0.024
2106217915757879296,2106217911457681536,8743007,287.2067,44.9301,0.02351,-2.6164,-3.9458,-8031.04,355.76,125.28,0.009,0.0
2106230731940200960,2106230731940200960,8807085,286.5692,45.0451,0.09706,0.8217,-3.0685,-8042.45,309.52,114.51,0.1,-0.014
2106235301785453824,2106235301785453824,8873448,286.7476,45.158,0.04162,2.0861,-2.8849,-8057.54,253.73,97.2,0.144,-0.016
2106235301785454208,2106235301785454208,8873450,286.7485,45.1587,0.04308,2.3919,-2.4099,-8057.42,254.23,97.35,0.172,-0.024
2104496939541415680,2104496939541415680,6423086,283.8097,41.8047,0.05938,0.0088,-7.833,-8017.93,314.09,121.89,0.05,-0.018
2104522022150937088,2104522022150937088,6263831,283.1162,41.6499,0.09386,-1.9274,-6.3691,-8021.77,296.45,118.95,0.044,-0.013
2104533154705749888,2104533154705749888,6421480,283.0436,41.8462,0.09476,-0.0603,0.001,-8013.49,324.14,128.81,0.072,-0.006
2104002056231471744,2104002056231471744,6761539,286.2649,42.2219,0.16224,-0.7938,-1.0382,-8022.11,322.51,114.17,0.024,0.003
2106471142730265856,2106471142730265856,9206969,286.2682,45.6428,0.05758,3.0542,-2.6102,-8056.87,262.8,102.36,0.041,-0.007
2104057336751186944,2104057336751186944,6186082,284.6358,41.5645,0.36303,-1.3187,-2.8614,-8021.42,303.68,114.51,0.052,-0.043
2104068095647479936,2104068095647479936,6346894,285.1417,41.7116,0.28625,-0.8202,-2.248,-8022.91,304.37,112.78,0.063,-0.006
2104075723510034944,2104075723510034944,6425783,285.1941,41.8682,0.3783,-1.264,-3.3423,-8021.59,311.48,114.99,0.072,-0.009
2105968047442025344,2105968047442025344,8416395,285.3476,44.4905,0.03871,1.257,-7.0588,-8037.88,307.7,117.95,0.062,-0.02
2104095720877577984,2104095720877577984,6672156,284.9118,42.1887,0.02827,-5.3882,-6.3681,-8010.02,352.14,129.35,0.089,-0.012
2106020617840025600,2106020617840025600,8016816,287.0127,43.8928,0.02508,-3.1197,-6.9822,-8043.66,284.56,103.24,0.041,-0.007
2104120425529486720,2104120425529486720,6423857,284.2087,41.8748,0.25621,-1.7528,-4.4615,-8020.38,310.02,118.92,0.043,-0.011
2106029040275684992,2106029040275684992,8153795,287.0348,44.0364,0.15134,0.0344,-3.266,-8037.96,308.28,110.3,0.121,0.012
2104841052321306624,2104841052321306624,7257035,281.8779,42.8647,0.02007,-3.1137,1.3661,-8032.45,278.48,119.81,0.117,-0.001
2105452140268924032,2105452140268924032,6675714,286.5127,42.134,0.32476,-0.7401,-3.5271,-8025.49,311.39,109.71,0.023,0.01
2104160111027436928,2104160111027436928,6843185,284.4948,42.3995,0.17038,-0.1876,-2.7267,-8018.06,328.5,124.41,0.078,-0.019
2104872212304516992,2104872212304516992,6502217,284.0896,41.9484,0.08164,-0.606,-6.9975,-8022.03,305.63,118.18,0.036,-0.003
2104160970020882560,2104160970020882560,6843063,284.444,42.393,0.11338,0.5369,-1.7906,-8016.46,333.15,126.1,0.057,0.004
2104173305166512384,2104173305166512384,6672948,285.2944,42.1049,0.36271,-0.8188,-3.1464,-8023.82,309.3,114.32,0.147,-0.027
2105481414766290560,2105481414766290560,7019432,286.9181,42.5495,0.04754,2.9641,-6.6522,-8024.27,325.72,112.83,0.07,-0.008
2106141392323223296,2106141392323223296,8355134,287.5089,44.3759,0.10298,-0.5392,-0.7985,-8041.0,306.87,108.63,0.071,-0.009
2106141396620757888,2106141396620757888,8355130,287.5068,44.3749,0.1029,-3.0357,-2.2634,-8040.92,307.15,108.71,0.069,0.001
2104961826801687808,2104961826801687808,7095058,283.1225,42.6509,0.04225,3.3149,-2.0638,-8031.73,282.87,115.96,0.14,-0.015
2104989692550055424,2104989692550055424,7422486,283.4301,43.0424,0.13626,0.8296,-1.3553,-8026.37,308.33,123.82,0.074,-0.004
2105006563181550080,2105006563181550080,7504769,283.0987,43.1603,0.02115,-4.4173,-7.7874,-8018.51,334.21,134.26,0.003,-0.009
2104345069498052864,2104345069498052864,5597406,283.1533,40.8138,0.33573,-2.2282,-2.4137,-8012.57,309.27,121.62,0.049,-0.022
2104345069498052992,2104345069498052992,5597401,283.1511,40.8142,0.33945,-2.3118,-2.9428,-8011.61,312.0,122.52,0.066,-0.01
2106823231268335744,2106823231268335744,8935239,283.9285,45.2565,0.08447,-1.9709,-4.412,-8040.79,304.74,124.2,0.073,-0.005
2052594385776336768,2052594385776336768,2572681,290.7587,37.8848,0.02147,-1.1542,-3.8059,-8027.24,263.5,72.81,0.105,-0.006
2052844803848824576,2052844803848824576,3643799,290.955,38.7148,0.11786,-3.3161,-6.2551,-8016.37,307.6,82.57,0.027,-0.005
2052620606558049792,2052620606558049792,3113630,290.73,38.2297,0.10322,1.3882,-5.5472,-8019.49,289.9,78.88,0.044,-0.003
2052853733082870528,2052853733082870528,3642808,290.6594,38.712,0.0275,-7.2848,-3.3843,-8004.35,340.57,90.57,0.013,-0.011
2052871363926844928,2052871363926844928,3439126,290.1573,38.5244,0.16641,-1.7569,-5.2355,-8004.49,333.58,91.01,0.051,-0.007
2052872119840855680,2052872119840855680,3336595,289.9109,38.4455,0.05599,-1.9621,-6.8475,-7994.26,359.47,97.5,0.019,-0.011
2052875933772027904,2052875933772027904,3539632,290.0209,38.6364,0.17719,-0.4834,-5.0113,-8006.88,327.81,90.69,0.034,-0.008
2052435545010409856,2052435545010409856,4473355,294.0152,39.5315,0.06899,0.5378,-4.6679,-8018.46,336.29,76.62,0.042,-0.016
2052673005158812928,2052673005158812928,3344220,291.9529,38.4064,0.03216,-1.594,-10.7261,-8021.54,293.81,75.09,0.093,-0.015
2052301095353957248,2052301095353957248,3858086,293.5029,38.9092,0.08696,-0.6094,-5.963,-8014.79,332.74,76.63,0.025,-0.005
2052989252191235072,2052989252191235072,4464530,291.6368,39.5576,0.11915,0.0481,-7.5073,-8025.52,297.91,79.72,0.048,-0.0
2052989252191235584,2052989252191235584,4464528,291.6363,39.5586,0.10152,1.0145,-7.3602,-8028.1,289.96,78.15,0.062,-0.001
2052504951683565056,2052504951683565056,4842436,293.7277,39.9073,0.09321,1.3923,-2.7295,-8026.25,315.52,75.3,0.032,-0.002
2052525842397883008,2052525842397883008,2013627,291.2257,37.4718,0.02657,-3.0682,-9.305,-8018.77,283.83,74.09,0.077,-0.013
2052763233833344384,2052763233833344384,3646781,291.7445,38.7863,0.13556,1.0065,-6.4186,-8019.08,305.7,79.04,0.033,-0.011
2052530171724900224,2052530171724900224,2158641,291.1074,37.5516,0.04296,3.3056,-2.9459,-8006.58,317.89,81.21,0.055,-0.011
2052568414114430848,2052568414114430848,2442551,291.2699,37.7702,0.11652,-1.4219,-5.6582,-8006.9,321.49,81.69,0.098,-0.01
2053299348831952512,2053299348831952512,5015454,293.0745,40.1371,0.07619,-2.9118,-4.3875,-8020.88,332.62,81.7,0.039,-0.005
2053617691806542976,2053617691806542976,6045511,292.7722,41.3814,0.17376,0.6911,-5.0953,-8032.3,315.09,82.74,0.074,-0.023
2053517636247274240,2053517636247274240,5536266,292.6426,40.7328,0.09735,-1.6158,-3.6466,-8035.36,292.02,77.25,0.068,0.002
2053560482841892224,2053560482841892224,5793668,292.6843,41.0739,0.03647,5.6903,-5.0236,-8041.52,277.0,74.92,0.028,-0.006
2053574256795363072,2053574256795363072,5621528,292.2971,40.8459,0.03799,-0.7784,-0.4333,-8036.07,289.31,78.29,0.097,-0.016
2053601061692668928,2053601061692668928,5961373,292.1832,41.2127,0.15622,0.1734,-5.2111,-8030.33,314.55,84.64,0.003,-0.001
2085651963081506816,2085651963081506816,10362937,299.5353,47.4762,0.05704,8.5738,-2.289,-8071.12,356.85,80.38,0.132,-0.01
2085233839426359808,2085233839426359808,9428227,299.9521,45.9657,0.04668,4.5076,-8.0683,-8074.03,293.43,64.55,0.389,-0.034
2085684192516834176,2085684192516834176,10359854,298.6553,47.4687,0.07377,2.2973,-4.315,-8070.85,345.42,81.73,0.082,-0.017
2085688448822534528,2085688448822534528,10425836,298.895,47.5388,0.04983,1.6781,-1.6037,-8083.08,267.4,67.43,0.085,-0.006
2085478308963651584,2085478308963651584,9730417,298.8092,46.4201,0.07371,7.7851,-1.15,-8069.6,320.22,73.84,0.061,0.001
2085481744937494784,2085481744937494784,9730373,298.793,46.4589,0.05609,8.7746,-4.8177,-8073.11,299.73,70.6,0.012,-0.014
2085275719641874176,2085275719641874176,9488989,299.7425,46.0002,0.04435,0.482,-7.771,-8069.67,318.55,69.13,0.042,-0.001
2085176974058485376,2085176974058485376,9050543,300.041,45.3149,0.02368,-2.1146,-3.2727,-8064.72,331.07,67.92,0.107,-0.008
2086632830531191552,2086632830531191552,10810068,296.609,48.1498,0.02594,6.7821,-0.1317,-8083.6,257.01,73.34,0.327,-0.012
2086378946426807936,2086378946426807936,10355509,297.4566,47.4381,0.03536,7.3928,-4.3625,-8065.96,359.73,88.86,0.044,-0.017
2086645474914440576,2086645474914440576,10611751,296.2143,47.8111,0.02933,-0.4666,-1.3537,-8072.84,312.97,85.27,0.036,-0.01
2086715156462908672,2086715156462908672,10812541,297.3044,48.1952,0.17071,4.2242,-3.5581,-8078.16,303.12,80.57,0.111,-0.022
2086499922761614208,2086499922761614208,10936708,298.4367,48.3289,0.08144,6.9447,-4.658,-8082.36,291.71,75.09,0.067,-0.01
2086562221271092992,2086562221271092992,11043770,297.6056,48.5383,0.10948,4.3951,-5.3816,-8079.74,307.53,81.33,0.075,0.003
2086323455447879680,2086323455447879680,10091786,297.6571,47.0933,0.02371,0.5492,0.7682,-8079.14,267.76,70.09,0.084,-0.023
2086327436873607936,2086327436873607936,10224468,297.6368,47.298,0.06435,2.6809,-4.5219,-8067.9,344.71,84.93,0.045,-0.007
2087203442705490944,2087203442705490944,11726065,297.7358,49.883,0.094,3.4556,-1.8825,-8086.31,309.31,84.75,0.082,-0.008
2129719495765254272,2129719495765254272,11190713,291.9983,48.8176,0.14015,4.8737,-3.2275,-8079.29,261.09,89.02,0.159,0.007
2129733956917006592,2129733956917006592,11243149,291.3311,48.9657,0.20171,4.0225,-3.0859,-8076.38,277.37,95.7,0.114,-0.016
2130260180608648192,2130260180608648192,9272082,287.6408,45.7511,0.03783,1.7641,-2.1413,-8043.53,328.55,117.15,0.056,0.008
2128840912955018368,2128840912955018368,10736489,293.9476,48.0653,0.09259,3.9417,-2.1241,-8079.91,253.98,80.09,0.032,0.022
2129299035647555968,2129299035647555968,10730618,291.627,48.093,0.05767,0.889,0.4161,-8071.61,283.6,94.64,0.027,0.003
2129798282645431296,2129798282645431296,11351755,292.5619,49.1595,0.02014,2.2143,-8.6986,-8081.13,263.78,88.69,0.027,-0.01
2129802504592956544,2129802504592956544,11403986,292.4303,49.2472,0.05446,8.4245,-3.2149,-8077.81,286.69,95.2,0.167,-0.002
2129320785361864832,2129320785361864832,10974032,291.0413,48.428,0.04154,5.2884,-7.794,-8070.5,294.21,100.12,0.022,0.01
2128941144612685184,2128941144612685184,10924762,293.9772,48.3434,0.12345,4.266,-2.5059,-8079.97,261.1,82.22,0.274,-0.03
2129870472456063744,2129870472456063744,11610797,291.903,49.6707,0.18119,4.3013,-2.7765,-8082.09,266.53,92.38,0.081,-0.006
2130437992254143232,2130437992254143232,9761347,287.2389,46.598,0.03541,7.8793,-3.2138,-8062.85,261.8,100.32,0.059,-0.022
2129417404945830784,2129417404945830784,10857583,290.1292,48.2085,0.17431,3.5745,-2.8772,-8073.23,265.93,94.94,0.049,-0.033
2130527293213756288,2130527293213756288,9699848,286.6775,46.4719,0.05215,7.0723,-2.7166,-8057.97,277.24,106.77,0.034,0.006
2129019652317227392,2129019652317227392,11193578,293.4531,48.859,0.02951,4.7757,-8.5761,-8073.61,311.69,97.19,0.071,-0.008
2130618621398706048,2130618621398706048,10127823,286.0127,47.1234,0.02409,8.216,-0.9234,-8060.44,276.57,110.01,0.085,0.002
2130135592196632192,2130135592196632192,11912947,290.9828,50.2616,0.14934,4.4118,-2.6813,-8084.59,259.27,94.22,0.068,-0.016
2128747664927194112,2128747664927194112,10803430,294.2835,48.1471,0.03893,8.9308,-5.2427,-8076.22,281.69,85.66,0.075,-0.003
2129185923389399808,2129185923389399808,10403228,291.2268,47.55,0.21457,3.2854,-2.9621,-8067.63,287.74,95.95,0.123,-0.023
2130790347071058304,2130790347071058304,10066745,288.2131,47.0449,0.04598,2.3677,-7.1597,-8060.55,288.24,105.64,0.069,-0.005
2130866939228158464,2130866939228158464,10395363,287.5951,47.5014,0.03025,-1.1513,-1.8539,-8055.71,318.37,117.88,0.058,-0.001
2130988018645874944,2130988018645874944,10722785,288.3703,48.0898,0.02238,6.2802,-3.4108,-8061.15,313.42,114.56,0.012,-0.003
2131213903865281664,2131213903865281664,11075410,287.1177,48.6652,0.05444,2.9796,-4.3139,-8074.37,250.6,100.52,0.136,-0.01
