dr3_source_id,ra_EDR3,dec_EDR3,parallax_EDR3,ruwe_EDR3,weight,v_l,v_b,x_pc,y_pc,z_pc,(BP-RP)0,(M_G)0,cluster,Prot_Adopted,Prot_TESS,Prot_ZTF,Prot_Confused
2130909231769499648,289.00781,47.55733,4.0202,1.102,0.021,2.27,-2.05,-8075.0,234.7,88.4,3.299,11.741,CH-2,,,,0
2107132155378666112,284.99718,45.31313,3.6863,0.939,0.031,4.16,-3.3,-8056.8,250.4,102.2,3.326,11.417,CH-2,,,,0
2136561408730121472,294.15428,52.5157,3.8967,1.033,0.022,5.21,-1.87,-8099.4,247.1,86.4,3.342,10.948,CH-2,,,,0
2135433107939367040,296.63643,50.85392,3.7661,0.964,0.045,5.14,-1.69,-8094.7,257.6,79.1,3.486,11.025,CH-2,,,,0
2082008971824158720,302.13662,44.82768,2.9149,0.927,0.361,4.58,-3.24,-8066.0,336.3,59.4,-0.422,11.039,RSG-5,,,,0
2081986328756022144,302.539,45.01673,2.8651,1.146,0.291,4.52,-3.04,-8066.9,342.5,59.3,-0.214,-0.059,RSG-5,,,,0
2081738698122520832,303.82168,45.74104,2.9535,0.922,0.676,5.41,-3.43,-8075.0,333.4,56.0,-0.197,-0.671,RSG-5,,,,0
2082384317605663488,302.74675,45.60107,2.9891,1.11,0.552,5.35,-3.51,-8072.5,328.7,58.8,-0.137,0.637,RSG-5,,,,0
2081646132986902528,303.61977,45.62058,2.895,0.965,0.428,4.51,-3.39,-8073.0,340.0,57.0,-0.136,0.534,RSG-5,,,,0
2080810675946926080,304.21852,42.87107,2.9374,0.934,0.192,5.32,-3.64,-8061.5,334.1,45.4,-0.103,0.903,RSG-5,,,,0
2081724434527097472,303.8188,45.59434,2.9404,0.968,0.681,4.83,-3.64,-8074.0,334.9,55.7,-0.102,0.796,RSG-5,,,,0
2082364835634201728,303.15942,45.42899,2.9155,0.852,0.559,5.22,-3.5,-8071.3,337.2,57.8,0.009,1.668,RSG-5,,,,0
2081979693024624896,302.7169,45.01345,3.0162,0.885,0.437,5.05,-3.59,-8070.0,325.5,56.7,0.013,1.66,RSG-5,,,,0
2082038310734635136,302.29594,45.18833,3.0494,0.952,0.393,4.84,-3.07,-8070.6,321.7,58.3,0.027,1.692,RSG-5,,,,0
2081601980722071168,303.06776,45.08859,2.9722,0.905,0.548,4.98,-3.5,-8070.4,330.6,56.3,0.032,1.778,RSG-5,,,,0
2081909496073950336,301.72709,44.65327,2.9192,0.819,0.348,4.7,-3.5,-8064.4,335.4,60.3,0.08,1.701,RSG-5,,,,0
2081462720701840512,304.58863,45.08911,2.9278,1.033,0.49,5.28,-3.47,-8073.0,336.6,51.5,0.093,1.562,RSG-5,,,,0
2068589982158885248,304.56223,41.64433,2.902,0.867,0.216,3.86,-3.9,-8055.5,337.6,40.3,0.218,2.267,RSG-5,,,,0
2080835792915924736,304.0468,43.18726,2.8312,0.916,0.213,4.21,-3.25,-8060.4,346.7,48.0,0.317,2.533,RSG-5,,,,0
2080812806250789120,304.42603,42.87071,2.9698,0.846,0.188,5.48,-3.96,-8062.6,330.6,44.4,0.373,2.646,RSG-5,,,,0
2082390742877325952,303.24642,45.59332,2.938,0.896,0.673,5.23,-3.7,-8072.7,334.8,57.7,0.403,2.84,RSG-5,,,,0
2081816694727326976,301.73673,43.8901,2.9734,0.941,0.314,4.51,-3.78,-8061.6,328.9,57.2,0.428,2.879,RSG-5,,,,0
2081092838118111616,303.37399,43.73183,2.8134,0.971,0.229,4.49,-3.4,-8061.2,348.8,52.6,0.536,3.31,RSG-5,,,,0
2081734403155443712,304.12791,45.85105,2.9312,0.889,0.495,4.66,-3.93,-8075.8,336.2,55.6,0.538,3.258,RSG-5,,,,0
2081223748723105536,302.92882,44.88659,2.9956,0.863,0.517,4.99,-3.42,-8069.5,327.8,55.9,0.545,3.281,RSG-5,,,,0
2081742408974210304,303.65546,45.82927,2.9526,1.032,0.657,5.49,-3.56,-8075.0,333.5,56.9,0.585,3.609,RSG-5,1.403,1.403,,0
2081757351152470400,304.31435,45.98757,2.9147,0.745,0.545,5.39,-3.27,-8076.7,338.3,55.6,0.589,3.666,RSG-5,1.104,1.104,,0
2081602358680967936,303.13486,45.04615,3.0369,1.02,0.426,5.02,-3.09,-8071.4,323.6,55.2,0.639,2.661,RSG-5,0.899,0.899,,0
2081117229227768448,303.10817,43.99589,2.9568,0.823,0.344,4.78,-3.41,-8064.8,331.8,52.8,0.688,4.061,RSG-5,1.945,1.945,,0
2074399629815395456,301.24681,41.3433,2.9427,0.866,0.218,3.78,-3.27,-8047.3,330.1,51.3,0.695,4.172,RSG-5,2.79,2.79,,0
2081658468132007424,304.5428,45.30455,2.9403,0.865,0.598,5.34,-3.35,-8074.2,335.3,52.3,0.697,4.136,RSG-5,1.851,1.851,,0
2081720586236401536,303.96674,45.55665,3.0218,0.969,0.542,5.33,-3.68,-8075.4,325.9,54.1,0.843,4.213,RSG-5,3.612,3.612,,0
2075883523827190272,299.80145,42.79381,2.9422,1.708,0.199,3.71,-3.4,-8051.4,330.0,61.2,0.847,4.723,RSG-5,2.887,2.887,,0
2081741549980771200,303.71429,45.80637,3.0187,0.885,0.553,5.01,-3.59,-8076.1,326.2,55.8,0.862,4.923,RSG-5,2.52,2.52,,0
2081639020520996480,303.46453,45.54367,3.0102,1.069,0.527,5.28,-3.44,-8074.1,326.9,55.9,0.882,5.056,RSG-5,2.323,2.323,,0
2082011067768210816,302.19366,44.92402,2.8483,1.011,0.28,4.63,-3.0,-8065.4,344.2,60.5,0.895,5.185,RSG-5,4.053,4.053,,0
2075507937529953408,299.73151,42.74794,3.0287,0.885,0.159,3.91,-3.74,-8053.0,320.5,60.2,0.902,5.159,RSG-5,2.683,2.683,,0
2082051814111804672,302.26288,45.46776,3.0145,0.987,0.388,4.98,-3.1,-8071.3,325.5,59.7,0.904,5.3,RSG-5,5.462,5.462,,0
2082006360484117120,301.804,44.82945,2.9472,0.959,0.355,4.56,-3.86,-8065.9,332.3,60.2,0.918,5.166,RSG-5,4.538,4.538,,0
